Feeling Word (EN),Feeling Word (ES),Feeling Word (PT),Feeling Word (IT),It might relate to (EN),It might relate to (ES),It might relate to (PT),It might relate to (IT),Adaptive Explanation (EN),Adaptive Explanation (ES),Adaptive Explanation (PT),Adaptive Explanation (IT)
Assured,Seguro,Assegurado,Sicuro,Security / Safety,Seguridad,Segurança,Sicurezza,Reduces worry by reinforcing trust in current safety or stability.,Reduce la preocupación al reforzar la confianza en la seguridad o estabilidad actuales.,Reduz a preocupação reforçando a confiança na segurança ou estabilidade atuais.,Riduce la preoccupazione rafforzando la fiducia nella sicurezza o stabilità attuali.
Certain,Cierto,Certo,Certo,Security / Safety,Seguridad,Segurança,Sicurezza,"Increases clarity and confidence, enabling decisive and grounded action.","Aumenta la claridad y la confianza, lo que permite una acción decisiva y con base.","Aumenta a clareza e a confiança, possibilitando uma ação decisiva e enraizada.","Aumenta la chiarezza e la fiducia, consentendo un'azione decisa e radicata."
Confident,Confiado,Confiante,Fiducioso,Security / Safety,Seguridad,Segurança,Sicurezza,Builds trust in your environment and your ability to navigate it.,Construye confianza en tu entorno y en tu capacidad para navegarlo.,Constrói confiança no seu ambiente e em sua capacidade de navegar nele.,Costruisce fiducia nel tuo ambiente e nella tua capacità di navigarci.
Defended,Defendido,Defendido,Difeso,Security / Safety,Seguridad,Segurança,Sicurezza,Signals readiness to protect yourself or others from harm.,Indica la disposición para protegerte a ti mismo o a los demás del daño.,Sinaliza a prontidão para proteger você mesmo ou os outros de danos.,Segnala la prontezza a proteggere te stesso o gli altri dal danno.
Guarded,Protegido,Protegido,Protetto,Security / Safety,Seguridad,Segurança,Sicurezza,Provides emotional or physical boundaries to prevent harm.,Proporciona límites emocionales o físicos para evitar el daño.,Fornece limites emocionais ou físicos para prevenir danos.,Fornisce confini emotivi o fisici per prevenire danni.
Protected,Protegido,Protegido,Protetto,Security / Safety,Seguridad,Segurança,Sicurezza,Reinforces trust in your environment or relationships to meet your needs.,Refuerza la confianza en tu entorno o en tus relaciones para satisfacer tus necesidades.,Reforça a confiança no seu ambiente ou em relacionamentos para atender às suas necessidades.,Rafforza la fiducia nel tuo ambiente o nelle relazioni per soddisfare i tuoi bisogni.
Reassured,Tranquilizado,Tranquilizado,Rassicurato,Security / Safety,Seguridad,Segurança,Sicurezza,Supports emotional regulation by providing comfort and affirmation.,Apoya la regulación emocional al proporcionar comodidad y afirmación.,Apoia a regulação emocional fornecendo conforto e afirmação.,Supporta la regolazione emotiva fornendo comfort e affermazione.
Safe,Seguro,Seguro,Sicuro,Security / Safety,Seguridad,Segurança,Sicurezza,"Signals the absence of threat, creating space for vulnerability and openness.","Indica la ausencia de amenaza, creando espacio para la vulnerabilidad y la apertura.","Sinaliza a ausência de ameaça, criando espaço para a vulnerabilidade e a abertura.","Segnala l'assenza di minaccia, creando spazio per la vulnerabilità e l'apertura."
Secure,Seguro,Seguro,Sicuro,Security / Safety,Seguridad,Segurança,Sicurezza,"Builds emotional and physical stability, supporting growth and risk-taking.","Construye estabilidad emocional y física, apoyando el crecimiento y la toma de riesgos.","Constrói estabilidade emocional e física, apoiando o crescimento e a tomada de riscos.","Costruisce stabilità emotiva e fisica, supportando la crescita e l'assunzione di rischi."
Sheltered,Resguardado,Abrigo,Al riparo,Security / Safety,Seguridad,Segurança,Sicurezza,Offers comfort and recovery through protective support.,Ofrece comodidad y recuperación a través del apoyo protector.,Oferece conforto e recuperação através de apoio protetor.,Offre conforto e recupero attraverso un supporto protettivo.
Stable,Estable,Estável,Stabile,Security / Safety,Seguridad,Segurança,Sicurezza,"Creates predictability and consistency, essential for regulation and focus.","Crea previsibilidad y consistencia, esenciales para la regulación y el enfoque.","Cria previsibilidade e consistência, essenciais para a regulação e o foco.","Crea prevedibilità e coerenza, essenziali per la regolazione e la concentrazione."
Unthreatened,No amenazado,Não ameaçado,Non minacciato,Security / Safety,Seguridad,Segurança,Sicurezza,Allows calm presence and confidence by affirming a lack of danger.,Permite una presencia tranquila y confianza al afirmar la falta de peligro.,Permite presença calma e confiança afirmando a ausência de perigo.,Consente una presenza calma e fiducia affermando la mancanza di pericolo.
Vulnerable,Vulnerable,Vulnerável,Vulnerabile,Security / Safety,Seguridad,Segurança,Sicurezza,"Indicates emotional exposure, inviting authenticity and connection.","Indica la exposición emocional, lo que invita a la autenticidad y la conexión.","Indica exposição emocional, convidando à autenticidade e à conexão.","Indica l'esposizione emotiva, invitando all'autenticità e alla connessione."
Admirable,Admirable,Admirável,Ammirevole,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Encourages living with integrity and excellence that others recognize.,Fomenta vivir con integridad y excelencia que los demás reconocen.,Incentiva a viver com integridade e excelência que os outros reconhecem.,Incoraggia a vivere con integrità e eccellenza che gli altri riconoscono.
Appreciated,Apreciado,Apreciado,Apprezzato,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Strengthens social bonds by recognizing your contributions.,Fortalece los lazos sociales al reconocer tus contribuciones.,Fortalece os laços sociais reconhecendo suas contribuições.,Rafforza i legami sociali riconoscendo i tuoi contributi.
Assured,Seguro,Assegurado,Sicuro,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Strengthens resolve and decision-making by grounding you in confidence.,Fortalece la determinación y la toma de decisiones al basarte en la confianza.,Fortalece a resolução e a tomada de decisão enraizando você na confiança.,Rafforza la risolutezza e il processo decisionale basandoti sulla fiducia.
Competent,Competente,Competente,Competente,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Reinforces a sense of capability and readiness to meet challenges.,Refuerza un sentido de capacidad y disposición para enfrentar desafíos.,Reforça um senso de capacidade e prontidão para enfrentar desafios.,Rafforza un senso di capacità e prontezza ad affrontare le sfide.
Confident,Confiado,Confiante,Fiducioso,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Fuels effective action and resilience through trust in your abilities.,Alimenta una acción efectiva y la resiliencia a través de la confianza en tus habilidades.,Alimenta a ação eficaz e a resiliência através da confiança em suas habilidades.,Alimenta un'azione efficace e la resilienza attraverso la fiducia nelle tue capacità.
Dignified,Digno,Digno,Dignitoso,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Upholds self-worth through composure and values-based behavior.,Mantiene la autoestima a través de la compostura y el comportamiento basado en valores.,Mantém a autoestima através da compostura e do comportamento baseado em valores.,Sostiene l'autostima attraverso la calma e il comportamento basato sui valori.
Embarrassed,Avergonzado,Envergonhado,Imbarazzato,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,"Brings awareness to social feedback, prompting alignment or self-acceptance.","Trae conciencia a la retroalimentación social, lo que provoca la alineación o la autoaceptación.","Traz a consciência para o feedback social, incitando alinhamento ou autoaceitação.","Porta la consapevolezza sul feedback sociale, spingendo all'allineamento o all'autoaccettazione."
Empowered,Empoderado,Empoderado,"Autonomo, Potenziato",Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,"Activates agency and initiative, helping you take purposeful action.","Activa la capacidad de agencia y la iniciativa, ayudándote a tomar medidas decididas.","Ativa a autonomia e a iniciativa, ajudando você a tomar ações propositais.","Attiva l'autonomia e l'iniziativa, aiutandoti a intraprendere azioni mirate."
Esteemed,Estimado,Estimado,Stimato,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,"Reflects social recognition, affirming your identity and impact.","Refleja el reconocimiento social, afirmando tu identidad e impacto.","Reflete o reconhecimento social, afirmando sua identidade e impacto.","Riflette il riconoscimento sociale, affermando la tua identità e il tuo impatto."
Honored,Honrado,Honrado,Onorato,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,"Affirms alignment with meaningful values or roles, enhancing self-respect.","Afirma la alineación con valores o roles significativos, mejorando el respeto propio.","Afirma o alinhamento com valores ou papéis significativos, aprimorando o autorrespeito.","Afferma l'allineamento con valori o ruoli significativi, migliorando il rispetto di sé."
Proud,Orgulloso,Orgulhoso,Orgoglioso,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,"Validates personal achievement or growth, reinforcing motivation.","Valida el logro o crecimiento personal, reforzando la motivación.","Valida a conquista pessoal ou o crescimento, reforçando a motivação.","Convalida la realizzazione personale o la crescita, rafforzando la motivazione."
Respected,Respetado,Respeitado,Rispettato,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Supports your sense of dignity and strengthens reciprocal relationships.,Apoya tu sentido de dignidad y fortalece las relaciones recíprocas.,Apoia seu senso de dignidade e fortalece relacionamentos recíprocos.,Supporta il tuo senso di dignità e rafforza le relazioni reciproche.
Secure,Seguro,Seguro,Sicuro,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,Promotes emotional stability and openness through inner safety.,Promueve la estabilidad emocional y la apertura a través de la seguridad interior.,Promove a estabilidade emocional e a abertura através da segurança interna.,Promuove la stabilità emotiva e l'apertura attraverso la sicurezza interiore.
Significant,Significativo,Significativo,Significativo,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,"Affirms that your presence or actions matter, supporting meaning.","Afirma que tu presencia o tus acciones importan, apoyando el significado.","Afirma que sua presença ou ações importam, apoiando o significado.","Afferma che la tua presenza o le tue azioni contano, supportando il significato."
Valued,Valorado,Valorizado,Apprezzato,Self-Worth / Esteem,Autoestima / Valor Propio,Autoestima / Valor Próprio,Autostima / Valore di Sé,"Affirms your importance in relationships or roles, supporting self-esteem.","Afirma tu importancia en las relaciones o roles, apoyando la autoestima.","Afirma sua importância em relacionamentos ou papéis, apoiando a autoestima.","Afferma la tua importanza nelle relazioni o nei ruoli, supportando l'autostima."
